persona,mentions,positive,negative,neutral,sentiment_score,top_sources,last_title,last_update
Trump,4376,315,233,3828,0.019,"{'google_news_es': 564, 'google_news_internacional': 537, '20minutos': 382, 'lavanguardia': 369, 'france24_es': 251}",Cuba lucha contra la oscuridad: así sobrevive el país al bloqueo de Trump,2026-04-11 12:08
Xi Jinping,3761,367,140,3254,0.06,"{'20minutos': 396, 'google_news_es': 386, 'google_news_internacional': 333, 'levante_emv': 298, 'okdiario': 291}",Moreno anuncia que eliminará el impuesto de sucesiones la próxima legislatura,2026-04-11 12:08
Illa,3434,171,107,3156,0.019,"{'okdiario': 475, '20minutos': 389, 'google_news_es': 381, 'heraldo_aragon': 239, 'elpais': 233}",Convocan el XLIV Certamen Poético Internacional Francisco de Quevedo en Villanueva de los Infantes - ValdeREC,2026-04-11 12:08
Sánchez,2173,154,167,1852,-0.006,"{'google_news_politica': 370, 'okdiario': 274, '20minutos': 179, 'google_news_es': 149, 'elespanol': 147}",Sánchez despeja dos días su agenda en China para disfrutar de unas vacaciones con la pentaimputada Begoña,2026-04-11 12:08
Feijóo,1843,183,217,1443,-0.018,"{'google_news_politica': 220, 'google_news_es': 158, 'levante_emv': 153, 'eldiario': 147, 'okdiario': 139}","El PSOE busca la complicidad del PP para dedicar un ""espacio importante"" del Congreso a Rubalcaba",2026-04-11 12:08
Abascal,1619,178,177,1264,0.001,"{'google_news_politica': 177, 'heraldo_aragon': 134, 'eldiario': 133, 'levante_emv': 132, 'google_news_es': 131}",Gallardo estalla contra Abascal por su silencio cómplice ante Netanyahu: “Que deje paso si no está a la altura” - ElPlur,2026-04-11 12:08
Yolanda Díaz,541,47,34,460,0.024,"{'20minutos': 73, 'google_news_es': 45, 'elcorreo': 41, 'levante_emv': 39, 'google_news_politica': 35}","PSOE y Sumar recrudecen su guerra por la vivienda: dardos, contraprogramaciones y reproches",2026-04-11 12:08
Mazón,531,11,48,472,-0.07,"{'elpais': 108, 'lavanguardia': 73, 'google_news_es': 69, 'levante_emv': 59, '20minutos': 32}",Amazon deja de dar soporte a estos modelos de Kindle: comprueba si tienes uno de ellos,2026-04-11 12:08
Jamenei,435,11,7,417,0.009,"{'lavanguardia': 55, 'google_news_es': 50, '20minutos': 48, 'okdiario': 45, 'france24_es': 40}","El hijo del sha pide ""paciencia"" a los iraníes mientras redobla sus esfuerzos para que Trump no deje de golpear al régim",2026-04-11 12:08
Ayuso,394,35,22,337,0.033,"{'okdiario': 52, 'elpais': 48, 'google_news_es': 43, 'eldiario': 40, 'google_news_politica': 31}",Eduardo Mendoza habla de lo que pasa en Madrid: no necesita nombrar a Ayuso para dejar este recado,2026-04-11 12:08
Puente,381,13,24,344,-0.029,"{'okdiario': 48, '20minutos': 43, 'google_news_internacional': 42, 'google_news_es': 35, 'heraldo_aragon': 35}",#EnVideo📹| Analista internacional Edgar Lugo aseveró que la visita a Grenada de la presidenta (E) de la República Boliva,2026-04-11 12:08
Putin,200,11,5,184,0.03,"{'google_news_es': 33, '20minutos': 25, 'google_news_internacional': 16, 'elmundo_internacional': 14, 'huffington_es': 13}","Viktor Orbán, el 'topo' de Trump y Putin en la UE que aspira a un sexto mandato en Hungría",2026-04-11 12:08
Macron,156,29,11,116,0.115,"{'france24_es': 22, 'google_news_internacional': 21, '20minutos': 17, 'google_news_es': 16, 'heraldo_aragon': 12}",Macron y el papa intercambian sus visiones sobre la guerra en Medio Oriente,2026-04-11 12:08
Zelenski,149,8,9,132,-0.007,"{'20minutos': 26, 'google_news_es': 22, 'elmundo_internacional': 15, 'levante_emv': 12, 'france24_es': 11}",Guerra en Ucrania: Putin decreta una tregua fugaz de Pascua aceptada por Zelenski,2026-04-11 12:08
Milei,145,5,14,126,-0.062,"{'google_news_politica': 28, 'elpais': 25, 'google_news_internacional': 15, '20minutos': 8, 'eldiario': 8}",La reforma de la ley de glaciares enfrenta a Milei con los ambientalistas por permitir la minería en áreas ahora protegi,2026-04-11 12:08
Puigdemont,122,8,14,100,-0.049,"{'lavanguardia': 36, 'levante_emv': 10, 'google_news_politica': 9, 'elespanol': 9, 'elcorreo': 8}","PP, Vox y Junts batallarán en el Congreso para tumbar la subida a los autónomos",2026-04-11 12:08
Lula,95,6,3,86,0.032,"{'google_news_es': 32, '20minutos': 8, 'elpais': 8, 'levante_emv': 7, 'elespanol': 5}","Sánchez cambia de bando: se aleja más de EEUU y la UE con su cuarta visita a Xi y la cumbre con Lula, Petro y Sheinbaum",2026-04-11 12:08
Modi,86,3,2,81,0.012,"{'heraldo_aragon': 12, 'lavanguardia': 9, 'google_news_es': 9, 'levante_emv': 9, '20minutos': 7}","Una piloto de aviación comercial explica la razón por la que muchos vuelos evitan las auroras boreales: &quot;Calma, si ",2026-04-11 12:08
Montero MJ,80,6,8,66,-0.025,"{'google_news_politica': 15, 'elespanol': 10, 'levante_emv': 10, 'heraldo_aragon': 7, 'sur': 7}","Salvador Illa presume de que ""Cataluña será el mejor país de Europa"" con el PSC y dice que ""Andalucía necesita a María J",2026-04-11 12:08
Irene Montero,77,0,6,71,-0.078,"{'huffington_es': 14, 'elespanol': 11, 'europapress': 6, 'google_news_es': 6, '20minutos': 6}",ERC vuelve a desmarcarse de Rufián y varios partidos reciben con frialdad su acto con Irene Montero,2026-04-11 12:08
Meloni,68,0,23,45,-0.338,"{'google_news_internacional': 12, 'lavanguardia': 9, 'levante_emv': 8, 'elcorreo': 5, 'eldiario': 4}",Meloni y Salvini se reparten el poder en las empresas públicas italianas,2026-04-11 12:08
Rajoy,63,3,2,58,0.016,"{'google_news_es': 9, 'google_news_politica': 9, 'levante_emv': 8, 'huffington_es': 6, 'elpais': 5}",La gran crítica de Feijóo a Sánchez: haber cambiado la cama de Rajoy hace 7 años,2026-04-11 12:08
Starmer,35,6,1,28,0.143,"{'google_news_es': 4, 'google_news_internacional': 4, 'elpais_internacional': 4, '20minutos': 3, 'levante_emv': 3}","Starmer dice que está ""harto"" del impacto de las políticas de Trump y Putin en los costes para el bolsillo de los britán",2026-04-11 12:08
Erdogan,11,0,2,9,-0.182,"{'france24_es': 3, 'google_news_internacional': 3, 'levante_emv': 2, 'elpais_internacional': 1, 'elpais': 1}",Ataques rusos dejan cinco muertos en Ucrania mientras Zelenski se reúne con Erdogan en Estambul,2026-04-11 12:08
Trudeau,2,0,0,2,0.0,"{'lavanguardia': 1, 'elpais_internacional': 1}","El príncipe Enrique y Justin Trudeau, juntos de vacaciones con Meghan Markle y Katy Perry",2026-04-11 12:08
